image_id,source,expected_target,expected_crop,expected_part,expected_class,expected_behavior,notes,original_source,resolved_source_path,disease_class,user_like_bucket
demo_282,staged_external:docs/demo_assets/m2_full_image_set/images/demo_282_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_yelpaze_virüsü_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=borderline; source_split=test; source_class=üzüm_yelpaze_virüsü_yaprak,data\prepared_runtime_datasets\grape__leaf\test\üzüm_yelpaze_virüsü_yaprak\Asma yelpaze yaprak virüsü 32.JPG,docs/demo_assets/m2_full_image_set/images/demo_282_grape_leaf.jpg,üzüm_yelpaze_virüsü_yaprak,borderline
demo_283,staged_external:docs/demo_assets/m2_full_image_set/images/demo_283_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_yelpaze_virüsü_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=üzüm_yelpaze_virüsü_yaprak,data\prepared_runtime_datasets\grape__leaf\test\üzüm_yelpaze_virüsü_yaprak\Asma yelpaze yaprak virüsü 27.JPG,docs/demo_assets/m2_full_image_set/images/demo_283_grape_leaf.jpg,üzüm_yelpaze_virüsü_yaprak,clear
demo_284,staged_external:docs/demo_assets/m2_full_image_set/images/demo_284_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_yelpaze_virüsü_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=üzüm_yelpaze_virüsü_yaprak,data\prepared_runtime_datasets\grape__leaf\test\üzüm_yelpaze_virüsü_yaprak\Asma yelpaze yaprak virüsü 206.JPG,docs/demo_assets/m2_full_image_set/images/demo_284_grape_leaf.jpg,üzüm_yelpaze_virüsü_yaprak,clear
demo_285,staged_external:docs/demo_assets/m2_full_image_set/images/demo_285_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_yelpaze_virüsü_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=üzüm_yelpaze_virüsü_yaprak,data\prepared_runtime_datasets\grape__leaf\test\üzüm_yelpaze_virüsü_yaprak\Asma yelpaze yaprak virüsü 215.JPG,docs/demo_assets/m2_full_image_set/images/demo_285_grape_leaf.jpg,üzüm_yelpaze_virüsü_yaprak,clear
demo_286,staged_external:docs/demo_assets/m2_full_image_set/images/demo_286_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_yelpaze_virüsü_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=üzüm_yelpaze_virüsü_yaprak,data\prepared_runtime_datasets\grape__leaf\test\üzüm_yelpaze_virüsü_yaprak\Asma yelpaze yaprak virüsü 105.JPG,docs/demo_assets/m2_full_image_set/images/demo_286_grape_leaf.jpg,üzüm_yelpaze_virüsü_yaprak,clear
demo_287,staged_external:docs/demo_assets/m2_full_image_set/images/demo_287_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_yelpaze_virüsü_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=üzüm_yelpaze_virüsü_yaprak,data\prepared_runtime_datasets\grape__leaf\test\üzüm_yelpaze_virüsü_yaprak\Asma yelpaze yaprak virüsü 36.JPG,docs/demo_assets/m2_full_image_set/images/demo_287_grape_leaf.jpg,üzüm_yelpaze_virüsü_yaprak,clear
demo_288,staged_external:docs/demo_assets/m2_full_image_set/images/demo_288_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_külleme_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=continual; source_class=üzüm_külleme_yaprak,data\prepared_runtime_datasets\grape__leaf\continual\üzüm_külleme_yaprak\1009.jpg,docs/demo_assets/m2_full_image_set/images/demo_288_grape_leaf.jpg,üzüm_külleme_yaprak,clear
demo_289,staged_external:docs/demo_assets/m2_full_image_set/images/demo_289_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_külleme_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=continual; source_class=üzüm_külleme_yaprak,data\prepared_runtime_datasets\grape__leaf\continual\üzüm_külleme_yaprak\1015.jpg,docs/demo_assets/m2_full_image_set/images/demo_289_grape_leaf.jpg,üzüm_külleme_yaprak,clear
demo_290,staged_external:docs/demo_assets/m2_full_image_set/images/demo_290_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_külleme_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=continual; source_class=üzüm_külleme_yaprak,data\prepared_runtime_datasets\grape__leaf\continual\üzüm_külleme_yaprak\1025.jpg,docs/demo_assets/m2_full_image_set/images/demo_290_grape_leaf.jpg,üzüm_külleme_yaprak,difficult
demo_291,staged_external:docs/demo_assets/m2_full_image_set/images/demo_291_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_külleme_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=continual; source_class=üzüm_külleme_yaprak,data\prepared_runtime_datasets\grape__leaf\continual\üzüm_külleme_yaprak\1041.jpg,docs/demo_assets/m2_full_image_set/images/demo_291_grape_leaf.jpg,üzüm_külleme_yaprak,difficult
demo_292,staged_external:docs/demo_assets/m2_full_image_set/images/demo_292_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_külleme_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=borderline; source_split=continual; source_class=üzüm_külleme_yaprak,data\prepared_runtime_datasets\grape__leaf\continual\üzüm_külleme_yaprak\1047.jpg,docs/demo_assets/m2_full_image_set/images/demo_292_grape_leaf.jpg,üzüm_külleme_yaprak,borderline
demo_293,staged_external:docs/demo_assets/m2_full_image_set/images/demo_293_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_külleme_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=continual; source_class=üzüm_külleme_yaprak,data\prepared_runtime_datasets\grape__leaf\continual\üzüm_külleme_yaprak\1057.jpg,docs/demo_assets/m2_full_image_set/images/demo_293_grape_leaf.jpg,üzüm_külleme_yaprak,clear
demo_294,staged_external:docs/demo_assets/m2_full_image_set/images/demo_294_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_külleme_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=continual; source_class=üzüm_külleme_yaprak,data\prepared_runtime_datasets\grape__leaf\continual\üzüm_külleme_yaprak\1063.jpg,docs/demo_assets/m2_full_image_set/images/demo_294_grape_leaf.jpg,üzüm_külleme_yaprak,clear
demo_295,staged_external:docs/demo_assets/m2_full_image_set/images/demo_295_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_külleme_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=continual; source_class=üzüm_külleme_yaprak,data\prepared_runtime_datasets\grape__leaf\continual\üzüm_külleme_yaprak\1073.jpg,docs/demo_assets/m2_full_image_set/images/demo_295_grape_leaf.jpg,üzüm_külleme_yaprak,clear
demo_296,staged_external:docs/demo_assets/m2_full_image_set/images/demo_296_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_antraknoz_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=üzüm_antraknoz_yaprak,data\prepared_runtime_datasets\grape__leaf\test\üzüm_antraknoz_yaprak\761.jpg,docs/demo_assets/m2_full_image_set/images/demo_296_grape_leaf.jpg,üzüm_antraknoz_yaprak,clear
demo_297,staged_external:docs/demo_assets/m2_full_image_set/images/demo_297_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_antraknoz_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=üzüm_antraknoz_yaprak,data\prepared_runtime_datasets\grape__leaf\test\üzüm_antraknoz_yaprak\778.jpg,docs/demo_assets/m2_full_image_set/images/demo_297_grape_leaf.jpg,üzüm_antraknoz_yaprak,clear
demo_298,staged_external:docs/demo_assets/m2_full_image_set/images/demo_298_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_antraknoz_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=üzüm_antraknoz_yaprak,data\prepared_runtime_datasets\grape__leaf\test\üzüm_antraknoz_yaprak\786.jpg,docs/demo_assets/m2_full_image_set/images/demo_298_grape_leaf.jpg,üzüm_antraknoz_yaprak,clear
demo_299,staged_external:docs/demo_assets/m2_full_image_set/images/demo_299_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_antraknoz_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=üzüm_antraknoz_yaprak,data\prepared_runtime_datasets\grape__leaf\test\üzüm_antraknoz_yaprak\803.jpg,docs/demo_assets/m2_full_image_set/images/demo_299_grape_leaf.jpg,üzüm_antraknoz_yaprak,clear
demo_300,staged_external:docs/demo_assets/m2_full_image_set/images/demo_300_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_antraknoz_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=üzüm_antraknoz_yaprak,data\prepared_runtime_datasets\grape__leaf\test\üzüm_antraknoz_yaprak\817.jpg,docs/demo_assets/m2_full_image_set/images/demo_300_grape_leaf.jpg,üzüm_antraknoz_yaprak,difficult
demo_301,staged_external:docs/demo_assets/m2_full_image_set/images/demo_301_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_antraknoz_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=üzüm_antraknoz_yaprak,data\prepared_runtime_datasets\grape__leaf\test\üzüm_antraknoz_yaprak\833.jpg,docs/demo_assets/m2_full_image_set/images/demo_301_grape_leaf.jpg,üzüm_antraknoz_yaprak,difficult
demo_302,staged_external:docs/demo_assets/m2_full_image_set/images/demo_302_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_antraknoz_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=borderline; source_split=test; source_class=üzüm_antraknoz_yaprak,data\prepared_runtime_datasets\grape__leaf\test\üzüm_antraknoz_yaprak\849.jpg,docs/demo_assets/m2_full_image_set/images/demo_302_grape_leaf.jpg,üzüm_antraknoz_yaprak,borderline
demo_303,staged_external:docs/demo_assets/m2_full_image_set/images/demo_303_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_antraknoz_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=üzüm_antraknoz_yaprak,data\prepared_runtime_datasets\grape__leaf\test\üzüm_antraknoz_yaprak\863.jpg,docs/demo_assets/m2_full_image_set/images/demo_303_grape_leaf.jpg,üzüm_antraknoz_yaprak,clear
demo_304,staged_external:docs/demo_assets/m2_full_image_set/images/demo_304_grape_leaf.jpg,grape__leaf,grape,leaf,üzüm_antraknoz_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=üzüm_antraknoz_yaprak,data\prepared_runtime_datasets\grape__leaf\test\üzüm_antraknoz_yaprak\880.jpg,docs/demo_assets/m2_full_image_set/images/demo_304_grape_leaf.jpg,üzüm_antraknoz_yaprak,clear
demo_305,staged_external:docs/demo_assets/m2_full_image_set/images/demo_305_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_gray_mold_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_gray_mold_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_gray_mold_fruit\gray_mold_262.jpg,docs/demo_assets/m2_full_image_set/images/demo_305_strawberry_fruit.jpg,strawberry_gray_mold_fruit,clear
demo_306,staged_external:docs/demo_assets/m2_full_image_set/images/demo_306_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_gray_mold_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_gray_mold_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_gray_mold_fruit\gray_mold_265.jpg,docs/demo_assets/m2_full_image_set/images/demo_306_strawberry_fruit.jpg,strawberry_gray_mold_fruit,clear
demo_307,staged_external:docs/demo_assets/m2_full_image_set/images/demo_307_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_gray_mold_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_gray_mold_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_gray_mold_fruit\gray_mold_269.jpg,docs/demo_assets/m2_full_image_set/images/demo_307_strawberry_fruit.jpg,strawberry_gray_mold_fruit,clear
demo_308,staged_external:docs/demo_assets/m2_full_image_set/images/demo_308_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_powdery_mildew_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_powdery_mildew_fruit\powdery_mildew_fruit106.jpg,docs/demo_assets/m2_full_image_set/images/demo_308_strawberry_fruit.jpg,strawberry_powdery_mildew_fruit,clear
demo_309,staged_external:docs/demo_assets/m2_full_image_set/images/demo_309_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_powdery_mildew_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_powdery_mildew_fruit\powdery_mildew_fruit_103.jpg,docs/demo_assets/m2_full_image_set/images/demo_309_strawberry_fruit.jpg,strawberry_powdery_mildew_fruit,clear
demo_310,staged_external:docs/demo_assets/m2_full_image_set/images/demo_310_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=strawberry_powdery_mildew_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_powdery_mildew_fruit\powdery_mildew_fruit_106.jpg,docs/demo_assets/m2_full_image_set/images/demo_310_strawberry_fruit.jpg,strawberry_powdery_mildew_fruit,difficult
demo_311,staged_external:docs/demo_assets/m2_full_image_set/images/demo_311_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=strawberry_powdery_mildew_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_powdery_mildew_fruit\powdery_mildew_fruit_11.jpg,docs/demo_assets/m2_full_image_set/images/demo_311_strawberry_fruit.jpg,strawberry_powdery_mildew_fruit,difficult
demo_312,staged_external:docs/demo_assets/m2_full_image_set/images/demo_312_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=borderline; source_split=test; source_class=strawberry_powdery_mildew_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_powdery_mildew_fruit\powdery_mildew_fruit_112.jpg,docs/demo_assets/m2_full_image_set/images/demo_312_strawberry_fruit.jpg,strawberry_powdery_mildew_fruit,borderline
demo_313,staged_external:docs/demo_assets/m2_full_image_set/images/demo_313_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_powdery_mildew_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_powdery_mildew_fruit\powdery_mildew_fruit_119.jpg,docs/demo_assets/m2_full_image_set/images/demo_313_strawberry_fruit.jpg,strawberry_powdery_mildew_fruit,clear
demo_314,staged_external:docs/demo_assets/m2_full_image_set/images/demo_314_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_powdery_mildew_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_powdery_mildew_fruit\powdery_mildew_fruit_123.jpg,docs/demo_assets/m2_full_image_set/images/demo_314_strawberry_fruit.jpg,strawberry_powdery_mildew_fruit,clear
demo_315,staged_external:docs/demo_assets/m2_full_image_set/images/demo_315_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_powdery_mildew_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_powdery_mildew_fruit\powdery_mildew_fruit_16.jpg,docs/demo_assets/m2_full_image_set/images/demo_315_strawberry_fruit.jpg,strawberry_powdery_mildew_fruit,clear
demo_316,staged_external:docs/demo_assets/m2_full_image_set/images/demo_316_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_powdery_mildew_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_powdery_mildew_fruit\powdery_mildew_fruit_2.jpg,docs/demo_assets/m2_full_image_set/images/demo_316_strawberry_fruit.jpg,strawberry_powdery_mildew_fruit,clear
demo_317,staged_external:docs/demo_assets/m2_full_image_set/images/demo_317_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_powdery_mildew_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_powdery_mildew_fruit\powdery_mildew_fruit_25.jpg,docs/demo_assets/m2_full_image_set/images/demo_317_strawberry_fruit.jpg,strawberry_powdery_mildew_fruit,clear
demo_318,staged_external:docs/demo_assets/m2_full_image_set/images/demo_318_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_239.jpg,docs/demo_assets/m2_full_image_set/images/demo_318_strawberry_fruit.jpg,strawberry_healthy_fruit,clear
demo_319,staged_external:docs/demo_assets/m2_full_image_set/images/demo_319_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_245.jpg,docs/demo_assets/m2_full_image_set/images/demo_319_strawberry_fruit.jpg,strawberry_healthy_fruit,clear
demo_320,staged_external:docs/demo_assets/m2_full_image_set/images/demo_320_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_251.jpg,docs/demo_assets/m2_full_image_set/images/demo_320_strawberry_fruit.jpg,strawberry_healthy_fruit,difficult
demo_321,staged_external:docs/demo_assets/m2_full_image_set/images/demo_321_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_343.jpg,docs/demo_assets/m2_full_image_set/images/demo_321_strawberry_fruit.jpg,strawberry_healthy_fruit,difficult
demo_322,staged_external:docs/demo_assets/m2_full_image_set/images/demo_322_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=borderline; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_219.jpg,docs/demo_assets/m2_full_image_set/images/demo_322_strawberry_fruit.jpg,strawberry_healthy_fruit,borderline
demo_323,staged_external:docs/demo_assets/m2_full_image_set/images/demo_323_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_331.jpg,docs/demo_assets/m2_full_image_set/images/demo_323_strawberry_fruit.jpg,strawberry_healthy_fruit,clear
demo_324,staged_external:docs/demo_assets/m2_full_image_set/images/demo_324_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_264.jpg,docs/demo_assets/m2_full_image_set/images/demo_324_strawberry_fruit.jpg,strawberry_healthy_fruit,clear
demo_325,staged_external:docs/demo_assets/m2_full_image_set/images/demo_325_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_254.jpg,docs/demo_assets/m2_full_image_set/images/demo_325_strawberry_fruit.jpg,strawberry_healthy_fruit,clear
demo_326,staged_external:docs/demo_assets/m2_full_image_set/images/demo_326_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_209.jpg,docs/demo_assets/m2_full_image_set/images/demo_326_strawberry_fruit.jpg,strawberry_healthy_fruit,clear
demo_327,staged_external:docs/demo_assets/m2_full_image_set/images/demo_327_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_212.jpg,docs/demo_assets/m2_full_image_set/images/demo_327_strawberry_fruit.jpg,strawberry_healthy_fruit,clear
demo_328,staged_external:docs/demo_assets/m2_full_image_set/images/demo_328_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_231.jpg,docs/demo_assets/m2_full_image_set/images/demo_328_strawberry_fruit.jpg,strawberry_healthy_fruit,clear
demo_329,staged_external:docs/demo_assets/m2_full_image_set/images/demo_329_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_257.jpg,docs/demo_assets/m2_full_image_set/images/demo_329_strawberry_fruit.jpg,strawberry_healthy_fruit,clear
demo_330,staged_external:docs/demo_assets/m2_full_image_set/images/demo_330_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_222.jpg,docs/demo_assets/m2_full_image_set/images/demo_330_strawberry_fruit.jpg,strawberry_healthy_fruit,difficult
demo_331,staged_external:docs/demo_assets/m2_full_image_set/images/demo_331_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_349.jpg,docs/demo_assets/m2_full_image_set/images/demo_331_strawberry_fruit.jpg,strawberry_healthy_fruit,difficult
demo_332,staged_external:docs/demo_assets/m2_full_image_set/images/demo_332_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=borderline; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_261.jpg,docs/demo_assets/m2_full_image_set/images/demo_332_strawberry_fruit.jpg,strawberry_healthy_fruit,borderline
demo_333,staged_external:docs/demo_assets/m2_full_image_set/images/demo_333_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_334.jpg,docs/demo_assets/m2_full_image_set/images/demo_333_strawberry_fruit.jpg,strawberry_healthy_fruit,clear
demo_334,staged_external:docs/demo_assets/m2_full_image_set/images/demo_334_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_healthy_fruit,data\prepared_runtime_datasets\strawberry__fruit\test\strawberry_healthy_fruit\fresa_319.jpg,docs/demo_assets/m2_full_image_set/images/demo_334_strawberry_fruit.jpg,strawberry_healthy_fruit,clear
demo_335,staged_external:docs/demo_assets/m2_full_image_set/images/demo_335_strawberry_leaf.jpg,strawberry__leaf,strawberry,leaf,strawberry_leaf_spot_leaf,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_leaf_spot_leaf,data\prepared_runtime_datasets\strawberry__leaf\test\strawberry_leaf_spot_leaf\leaf_spot_324.jpg,docs/demo_assets/m2_full_image_set/images/demo_335_strawberry_leaf.jpg,strawberry_leaf_spot_leaf,clear
demo_336,staged_external:docs/demo_assets/m2_full_image_set/images/demo_336_strawberry_leaf.jpg,strawberry__leaf,strawberry,leaf,strawberry_leaf_spot_leaf,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_leaf_spot_leaf,data\prepared_runtime_datasets\strawberry__leaf\test\strawberry_leaf_spot_leaf\leaf_spot_327.jpg,docs/demo_assets/m2_full_image_set/images/demo_336_strawberry_leaf.jpg,strawberry_leaf_spot_leaf,clear
demo_337,staged_external:docs/demo_assets/m2_full_image_set/images/demo_337_strawberry_leaf.jpg,strawberry__leaf,strawberry,leaf,strawberry_leaf_spot_leaf,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_leaf_spot_leaf,data\prepared_runtime_datasets\strawberry__leaf\test\strawberry_leaf_spot_leaf\leaf_spot_330.jpg,docs/demo_assets/m2_full_image_set/images/demo_337_strawberry_leaf.jpg,strawberry_leaf_spot_leaf,clear
demo_338,staged_external:docs/demo_assets/m2_full_image_set/images/demo_338_strawberry_leaf.jpg,strawberry__leaf,strawberry,leaf,strawberry_leaf_spot_leaf,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=strawberry_leaf_spot_leaf,data\prepared_runtime_datasets\strawberry__leaf\test\strawberry_leaf_spot_leaf\leaf_spot_333.jpg,docs/demo_assets/m2_full_image_set/images/demo_338_strawberry_leaf.jpg,strawberry_leaf_spot_leaf,clear
